day_order,day,calendar_date,days_since_day1,days_since_planting,days_since_previous_photo,tray,tray_no,capture_id,microbe_status,treatment,fixed_environment,observed_environment,environment_group,microbe_treatment,treatment_environment,microbe_environment,heat_phase,moisture_phase,moisture_watered_today,cells_processed,valid_observed_ndvi_cells,valid_observed_ndre_cells,mean_observed_ndvi,median_observed_ndvi,mean_adjusted_ndvi,median_adjusted_ndvi,mean_observed_ndre,median_observed_ndre,mean_adjusted_ndre,median_adjusted_ndre,day7_imputed_cells,mean_ndvi_adjustment,mean_ndre_adjustment,status
2,Day 2,2026-06-30,1,3,1,Tray 2,2,DJI_20260630132440_0002,No Microbes,Ideal,Outside,Outside,Outside,No Microbes | Ideal,Ideal | Outside,No Microbes | Outside,Not Heat,Not Moisture,Daily watering,70,70,70,0.30784113939319335,0.3091957420110702,0.30784113939319335,0.3091957420110702,-0.025774642118319292,-0.024776440113782848,-0.025774642118319292,-0.024776440113782848,0,0.0,0.0,PASS
2,Day 2,2026-06-30,1,3,1,Tray 3,3,DJI_20260630132506_0003,No Microbes,Moisture,Outside,Outside,Outside,No Microbes | Moisture,Moisture | Outside,No Microbes | Outside,Not Heat,Drying after Day 0 watering,No,70,70,70,0.2823310920170375,0.2853008508682251,0.2823310920170375,0.2853008508682251,-0.07889240634228496,-0.07907245680689809,-0.07889240634228496,-0.07907245680689809,0,0.0,0.0,PASS
2,Day 2,2026-06-30,1,3,1,Tray 4,4,DJI_20260630132544_0004,No Microbes,Heat,Dynamic Heat,Inside,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,Inside baseline,Not Moisture,Daily watering,70,70,70,0.29873878381081986,0.30177165567874903,0.29873878381081986,0.30177165567874903,-0.04715925922750358,-0.04761848039925095,-0.04715925922750358,-0.04761848039925095,0,0.0,0.0,PASS
2,Day 2,2026-06-30,1,3,1,Tray 5,5,DJI_20260630132609_0005,Microbes,Moisture,Inside,Inside,Inside,Microbes | Moisture,Moisture | Inside,Microbes | Inside,Not Heat,Drying after Day 0 watering,No,70,70,70,0.3028740099498204,0.3002331405878067,0.3028740099498204,0.3002331405878067,-0.03130425352179109,-0.0330918747931718,-0.03130425352179109,-0.0330918747931718,0,0.0,0.0,PASS
2,Day 2,2026-06-30,1,3,1,Tray 6,6,DJI_20260630132636_0006,Microbes,Heat,Dynamic Heat,Inside,Dynamic Heat,Microbes | Heat,Heat | Dynamic Heat,Microbes | Dynamic Heat,Inside baseline,Not Moisture,Daily watering,70,70,70,0.32000582005296435,0.32232101261615753,0.32000582005296435,0.32232101261615753,-0.005410146624282263,-0.00251130142714825,-0.005410146624282263,-0.00251130142714825,0,0.0,0.0,PASS
2,Day 2,2026-06-30,1,3,1,Tray 7,7,DJI_20260630132722_0007,Microbes,Ideal,Outside,Outside,Outside,Microbes | Ideal,Ideal | Outside,Microbes | Outside,Not Heat,Not Moisture,Daily watering,70,70,70,0.33160459995269775,0.33641982078552246,0.33160459995269775,0.33641982078552246,-0.004653188161319112,-0.0018161603948100998,-0.004653188161319112,-0.0018161603948100998,0,0.0,0.0,PASS
2,Day 2,2026-06-30,1,3,1,Tray 8,8,DJI_20260630132807_0008,Microbes,Heat,Dynamic Heat,Inside,Dynamic Heat,Microbes | Heat,Heat | Dynamic Heat,Microbes | Dynamic Heat,Inside baseline,Not Moisture,Daily watering,70,70,70,0.31401834722076144,0.31368857622146606,0.31401834722076144,0.31368857622146606,-0.014739590157738057,-0.0123194917105138,-0.014739590157738057,-0.0123194917105138,0,0.0,0.0,PASS
2,Day 2,2026-06-30,1,3,1,Tray 9,9,DJI_20260630132830_0009,Microbes,Ideal,Inside,Inside,Inside,Microbes | Ideal,Ideal | Inside,Microbes | Inside,Not Heat,Not Moisture,Daily watering,70,70,70,0.3290307909250259,0.33072972297668457,0.3290307909250259,0.33072972297668457,-0.014075050597810826,-0.010818637907505,-0.014075050597810826,-0.010818637907505,0,0.0,0.0,PASS
2,Day 2,2026-06-30,1,3,1,Tray 10,10,DJI_20260630132857_0010,Microbes,Moisture,Outside,Outside,Outside,Microbes | Moisture,Moisture | Outside,Microbes | Outside,Not Heat,Drying after Day 0 watering,No,70,70,70,0.31278786872114456,0.3161901533603668,0.31278786872114456,0.3161901533603668,-0.03678564615547652,-0.03552281297743315,-0.03678564615547652,-0.03552281297743315,0,0.0,0.0,PASS
2,Day 2,2026-06-30,1,3,1,Tray 11,11,DJI_20260630132921_0011,No Microbes,Heat,Dynamic Heat,Inside,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,Inside baseline,Not Moisture,Daily watering,70,70,70,0.30752046150820594,0.3067542612552642,0.30752046150820594,0.3067542612552642,-0.03555933517969342,-0.03525464236736295,-0.03555933517969342,-0.03525464236736295,0,0.0,0.0,PASS
2,Day 2,2026-06-30,1,3,1,Tray 12,12,DJI_20260630133116_0012,No Microbes,Moisture,Inside,Inside,Inside,No Microbes | Moisture,Moisture | Inside,No Microbes | Inside,Not Heat,Drying after Day 0 watering,No,70,70,70,0.30342844341482433,0.30065658688545227,0.30342844341482433,0.30065658688545227,-0.05573191520358831,-0.0572818629443645,-0.05573191520358831,-0.0572818629443645,0,0.0,0.0,PASS
3,Day 3,2026-07-01,2,4,1,Tray 1,1,DJI_20260701112247_0001,No Microbes,Ideal,Inside,Inside,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,Not Heat,Not Moisture,Daily watering,70,70,70,0.3123185828328133,0.31433336436748505,0.3123185828328133,0.31433336436748505,-0.035593473063116575,-0.03461778163909905,-0.035593473063116575,-0.03461778163909905,0,0.0,0.0,PASS
3,Day 3,2026-07-01,2,4,1,Tray 2,2,DJI_20260701112419_0002,No Microbes,Ideal,Outside,Outside,Outside,No Microbes | Ideal,Ideal | Outside,No Microbes | Outside,Not Heat,Not Moisture,Daily watering,70,70,70,0.29459331418786733,0.2946901470422745,0.29459331418786733,0.2946901470422745,-0.03881882833915625,-0.03997349366545675,-0.03881882833915625,-0.03997349366545675,0,0.0,0.0,PASS
3,Day 3,2026-07-01,2,4,1,Tray 3,3,DJI_20260701112502_0003,No Microbes,Moisture,Outside,Outside,Outside,No Microbes | Moisture,Moisture | Outside,No Microbes | Outside,Not Heat,Watered on Day 3,Yes,70,70,70,0.29282978773117063,0.29079690575599665,0.29282978773117063,0.29079690575599665,-0.051998859550803855,-0.05350475944578645,-0.051998859550803855,-0.05350475944578645,0,0.0,0.0,PASS
3,Day 3,2026-07-01,2,4,1,Tray 4,4,DJI_20260701112636_0004,No Microbes,Heat,Dynamic Heat,Outside,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,Moved outside - heat exposure start,Not Moisture,Daily watering,70,70,70,0.278694968351296,0.2780567854642868,0.278694968351296,0.2780567854642868,-0.0727902954710381,-0.07281881943345064,-0.0727902954710381,-0.07281881943345064,0,0.0,0.0,PASS
3,Day 3,2026-07-01,2,4,1,Tray 5,5,DJI_20260701112716_0005,Microbes,Moisture,Inside,Inside,Inside,Microbes | Moisture,Moisture | Inside,Microbes | Inside,Not Heat,Watered on Day 3,Yes,70,70,70,0.30166712701320647,0.3035692125558853,0.30166712701320647,0.3035692125558853,-0.040385807664798795,-0.0396145842969417,-0.040385807664798795,-0.0396145842969417,0,0.0,0.0,PASS
3,Day 3,2026-07-01,2,4,1,Tray 6,6,DJI_20260701112808_0006,Microbes,Heat,Dynamic Heat,Outside,Dynamic Heat,Microbes | Heat,Heat | Dynamic Heat,Microbes | Dynamic Heat,Moved outside - heat exposure start,Not Moisture,Daily watering,70,70,70,0.32308618809495654,0.3261081874370575,0.32308618809495654,0.3261081874370575,-0.008192783442791536,-0.0063660563901066,-0.008192783442791536,-0.0063660563901066,0,0.0,0.0,PASS
3,Day 3,2026-07-01,2,4,1,Tray 7,7,DJI_20260701112855_0007,Microbes,Ideal,Outside,Outside,Outside,Microbes | Ideal,Ideal | Outside,Microbes | Outside,Not Heat,Not Moisture,Daily watering,70,70,70,0.3188032099178859,0.3187137842178345,0.3188032099178859,0.3187137842178345,-0.004281642640125926,-0.0058729876764117995,-0.004281642640125926,-0.0058729876764117995,0,0.0,0.0,PASS
3,Day 3,2026-07-01,2,4,1,Tray 8,8,DJI_20260701112943_0008,Microbes,Heat,Dynamic Heat,Outside,Dynamic Heat,Microbes | Heat,Heat | Dynamic Heat,Microbes | Dynamic Heat,Moved outside - heat exposure start,Not Moisture,Daily watering,70,70,70,0.3056237531559808,0.3075813800096512,0.3056237531559808,0.3075813800096512,-0.0265571653676618,-0.0243509383872151,-0.0265571653676618,-0.0243509383872151,0,0.0,0.0,PASS
3,Day 3,2026-07-01,2,4,1,Tray 9,9,DJI_20260701113026_0009,Microbes,Ideal,Inside,Inside,Inside,Microbes | Ideal,Ideal | Inside,Microbes | Inside,Not Heat,Not Moisture,Daily watering,70,70,70,0.32258273575987134,0.3252706676721573,0.32258273575987134,0.3252706676721573,-0.022066775440284108,-0.0219958666712045,-0.022066775440284108,-0.0219958666712045,0,0.0,0.0,PASS
3,Day 3,2026-07-01,2,4,1,Tray 10,10,DJI_20260701113054_0010,Microbes,Moisture,Outside,Outside,Outside,Microbes | Moisture,Moisture | Outside,Microbes | Outside,Not Heat,Watered on Day 3,Yes,70,70,70,0.304300702043942,0.30379438400268555,0.304300702043942,0.30379438400268555,-0.03383408729652204,-0.030150887556374052,-0.03383408729652204,-0.030150887556374052,0,0.0,0.0,PASS
3,Day 3,2026-07-01,2,4,1,Tray 11,11,DJI_20260701113143_0011,No Microbes,Heat,Dynamic Heat,Outside,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,Moved outside - heat exposure start,Not Moisture,Daily watering,70,70,70,0.2896020893539701,0.28834423422813416,0.2896020893539701,0.28834423422813416,-0.056639883886756594,-0.0591947045177221,-0.056639883886756594,-0.0591947045177221,0,0.0,0.0,PASS
3,Day 3,2026-07-01,2,4,1,Tray 12,12,DJI_20260701113255_0012,No Microbes,Moisture,Inside,Inside,Inside,No Microbes | Moisture,Moisture | Inside,No Microbes | Inside,Not Heat,Watered on Day 3,Yes,70,70,70,0.290922446336065,0.2878383547067642,0.290922446336065,0.2878383547067642,-0.05464578284216774,-0.05659150704741475,-0.05464578284216774,-0.05659150704741475,0,0.0,0.0,PASS
4,Day 4,2026-07-02,3,5,1,Tray 1,1,DJI_20260702125244_0001,No Microbes,Ideal,Inside,Inside,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,Not Heat,Not Moisture,Daily watering,70,70,70,0.32089827230998447,0.32254599034786224,0.32089827230998447,0.32254599034786224,-0.036530190966524406,-0.03608584776520725,-0.036530190966524406,-0.03608584776520725,0,0.0,0.0,PASS
4,Day 4,2026-07-02,3,5,1,Tray 2,2,DJI_20260702125421_0002,No Microbes,Ideal,Outside,Outside,Outside,No Microbes | Ideal,Ideal | Outside,No Microbes | Outside,Not Heat,Not Moisture,Daily watering,70,70,70,0.28702170721122194,0.2864847630262375,0.28702170721122194,0.2864847630262375,-0.06305338130997755,-0.0607770215719938,-0.06305338130997755,-0.0607770215719938,0,0.0,0.0,PASS
4,Day 4,2026-07-02,3,5,1,Tray 3,3,DJI_20260702125513_0003,No Microbes,Moisture,Outside,Outside,Outside,No Microbes | Moisture,Moisture | Outside,No Microbes | Outside,Not Heat,Unwatered drying period,No,70,70,70,0.3016995549201965,0.30153337121009827,0.3016995549201965,0.30153337121009827,-0.04745643085001831,-0.044865850359201404,-0.04745643085001831,-0.044865850359201404,0,0.0,0.0,PASS
4,Day 4,2026-07-02,3,5,1,Tray 4,4,DJI_20260702125620_0004,No Microbes,Heat,Dynamic Heat,Outside,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,Outside heat exposure,Not Moisture,Daily watering,70,70,70,0.3112360328435898,0.3087718039751053,0.3112360328435898,0.3087718039751053,-0.05021151735314296,-0.04887557774782175,-0.05021151735314296,-0.04887557774782175,0,0.0,0.0,PASS
4,Day 4,2026-07-02,3,5,1,Tray 5,5,DJI_20260702125757_0005,Microbes,Moisture,Inside,Inside,Inside,Microbes | Moisture,Moisture | Inside,Microbes | Inside,Not Heat,Unwatered drying period,No,70,70,70,0.32292388464723315,0.32443276047706604,0.32292388464723315,0.32443276047706604,-0.032154057399436255,-0.032376502640545354,-0.032154057399436255,-0.032376502640545354,0,0.0,0.0,PASS
4,Day 4,2026-07-02,3,5,1,Tray 6,6,DJI_20260702125916_0006,Microbes,Heat,Dynamic Heat,Outside,Dynamic Heat,Microbes | Heat,Heat | Dynamic Heat,Microbes | Dynamic Heat,Outside heat exposure,Not Moisture,Daily watering,70,70,70,0.3395406263215201,0.33864492177963257,0.3395406263215201,0.33864492177963257,-0.01200150297206293,-0.01014071796089405,-0.01200150297206293,-0.01014071796089405,0,0.0,0.0,PASS
4,Day 4,2026-07-02,3,5,1,Tray 7,7,DJI_20260702125959_0007,Microbes,Ideal,Outside,Outside,Outside,Microbes | Ideal,Ideal | Outside,Microbes | Outside,Not Heat,Not Moisture,Daily watering,70,70,70,0.3258682293551309,0.32809464633464813,0.3258682293551309,0.32809464633464813,-0.01227678520173346,-0.00919055938720695,-0.01227678520173346,-0.00919055938720695,0,0.0,0.0,PASS
4,Day 4,2026-07-02,3,5,1,Tray 8,8,DJI_20260702130043_0008,Microbes,Heat,Dynamic Heat,Outside,Dynamic Heat,Microbes | Heat,Heat | Dynamic Heat,Microbes | Dynamic Heat,Outside heat exposure,Not Moisture,Daily watering,70,70,70,0.3248441883495875,0.3243241161108017,0.3248441883495875,0.3243241161108017,-0.02445615809390019,-0.02442253474146125,-0.02445615809390019,-0.02442253474146125,0,0.0,0.0,PASS
4,Day 4,2026-07-02,3,5,1,Tray 9,9,DJI_20260702130152_0009,Microbes,Ideal,Inside,Inside,Inside,Microbes | Ideal,Ideal | Inside,Microbes | Inside,Not Heat,Not Moisture,Daily watering,70,70,70,0.33359905949660706,0.3351172208786011,0.33359905949660706,0.3351172208786011,-0.015972742640380056,-0.0157749378122389,-0.015972742640380056,-0.0157749378122389,0,0.0,0.0,PASS
4,Day 4,2026-07-02,3,5,1,Tray 10,10,DJI_20260702130251_0010,Microbes,Moisture,Outside,Outside,Outside,Microbes | Moisture,Moisture | Outside,Microbes | Outside,Not Heat,Unwatered drying period,No,70,70,70,0.319060400554112,0.32252463698387146,0.319060400554112,0.32252463698387146,-0.0316235927137313,-0.0282859802246093,-0.0316235927137313,-0.0282859802246093,0,0.0,0.0,PASS
4,Day 4,2026-07-02,3,5,1,Tray 11,11,DJI_20260702130331_0011,No Microbes,Heat,Dynamic Heat,Outside,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,Outside heat exposure,Not Moisture,Daily watering,70,70,70,0.29762655134711946,0.29511207342147827,0.29762655134711946,0.29511207342147827,-0.05541050287761854,-0.053065836429595906,-0.05541050287761854,-0.053065836429595906,0,0.0,0.0,PASS
4,Day 4,2026-07-02,3,5,1,Tray 12,12,DJI_20260702130419_0012,No Microbes,Moisture,Inside,Inside,Inside,No Microbes | Moisture,Moisture | Inside,No Microbes | Inside,Not Heat,Unwatered drying period,No,70,70,70,0.2926594789539064,0.2912800312042236,0.2926594789539064,0.2912800312042236,-0.06351178615753135,-0.062038602307438795,-0.06351178615753135,-0.062038602307438795,0,0.0,0.0,PASS
5,Day 5,2026-07-03,4,6,1,Tray 1,1,DJI_20260703124705_0001,No Microbes,Ideal,Inside,Inside,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,Not Heat,Not Moisture,Daily watering,70,70,70,0.3065236826028142,0.3087042570114136,0.3065236826028142,0.3087042570114136,-0.021991574029172078,-0.0203580120578408,-0.021991574029172078,-0.0203580120578408,0,0.0,0.0,PASS
5,Day 5,2026-07-03,4,6,1,Tray 2,2,DJI_20260703124740_0002,No Microbes,Ideal,Outside,Outside,Outside,No Microbes | Ideal,Ideal | Outside,No Microbes | Outside,Not Heat,Not Moisture,Daily watering,70,70,70,0.2884472470198359,0.28639593720436096,0.2884472470198359,0.28639593720436096,-0.027017261003077518,-0.02761813346296545,-0.027017261003077518,-0.02761813346296545,0,0.0,0.0,PASS
5,Day 5,2026-07-03,4,6,1,Tray 3,3,DJI_20260703125319_0003,No Microbes,Moisture,Outside,Outside,Outside,No Microbes | Moisture,Moisture | Outside,No Microbes | Outside,Not Heat,Unwatered drying period,No,70,70,70,0.2992617232458932,0.29947271943092346,0.2992617232458932,0.29947271943092346,-0.04604091607699432,-0.04464144073426715,-0.04604091607699432,-0.04464144073426715,0,0.0,0.0,PASS
5,Day 5,2026-07-03,4,6,1,Tray 4,4,DJI_20260703125401_0004,No Microbes,Heat,Dynamic Heat,Outside,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,Outside heat exposure,Not Moisture,Daily watering,70,70,70,0.30138037204742424,0.30305448174476624,0.30138037204742424,0.30305448174476624,-0.047863273643555866,-0.0476360339671373,-0.047863273643555866,-0.0476360339671373,0,0.0,0.0,PASS
5,Day 5,2026-07-03,4,6,1,Tray 5,5,DJI_20260703125433_0005,Microbes,Moisture,Inside,Inside,Inside,Microbes | Moisture,Moisture | Inside,Microbes | Inside,Not Heat,Unwatered drying period,No,70,70,70,0.3065024891069957,0.3080397993326187,0.3065024891069957,0.3080397993326187,-0.033345116721466145,-0.03360663726925845,-0.033345116721466145,-0.03360663726925845,0,0.0,0.0,PASS
5,Day 5,2026-07-03,4,6,1,Tray 6,6,DJI_20260703125521_0006,Microbes,Heat,Dynamic Heat,Outside,Dynamic Heat,Microbes | Heat,Heat | Dynamic Heat,Microbes | Dynamic Heat,Outside heat exposure,Not Moisture,Daily watering,70,70,70,0.3049673214554786,0.3072841614484787,0.3049673214554786,0.3072841614484787,-0.023751919935914727,-0.0193038154393434,-0.023751919935914727,-0.0193038154393434,0,0.0,0.0,PASS
5,Day 5,2026-07-03,4,6,1,Tray 7,7,DJI_20260703125555_0007,Microbes,Ideal,Outside,Outside,Outside,Microbes | Ideal,Ideal | Outside,Microbes | Outside,Not Heat,Not Moisture,Daily watering,70,70,70,0.30982237969126014,0.3135524094104767,0.30982237969126014,0.3135524094104767,-0.015192804736683918,-0.014645725954323952,-0.015192804736683918,-0.014645725954323952,0,0.0,0.0,PASS
5,Day 5,2026-07-03,4,6,1,Tray 8,8,DJI_20260703125615_0008,Microbes,Heat,Dynamic Heat,Outside,Dynamic Heat,Microbes | Heat,Heat | Dynamic Heat,Microbes | Dynamic Heat,Outside heat exposure,Not Moisture,Daily watering,70,70,70,0.2973239660263062,0.29633629322052,0.2973239660263062,0.29633629322052,-0.037190359888232404,-0.03845853172242635,-0.037190359888232404,-0.03845853172242635,0,0.0,0.0,PASS
5,Day 5,2026-07-03,4,6,1,Tray 9,9,DJI_20260703125656_0009,Microbes,Ideal,Inside,Inside,Inside,Microbes | Ideal,Ideal | Inside,Microbes | Inside,Not Heat,Not Moisture,Daily watering,70,70,70,0.3268984138965606,0.3285733312368393,0.3268984138965606,0.3285733312368393,-0.0070484333430483334,-0.0081951497122645,-0.0070484333430483334,-0.0081951497122645,0,0.0,0.0,PASS
5,Day 5,2026-07-03,4,6,1,Tray 10,10,DJI_20260703125724_0010,Microbes,Moisture,Outside,Outside,Outside,Microbes | Moisture,Moisture | Outside,Microbes | Outside,Not Heat,Unwatered drying period,No,70,70,70,0.3031196883746556,0.3031163960695267,0.3031196883746556,0.3031163960695267,-0.029497906183990206,-0.026235142722725847,-0.029497906183990206,-0.026235142722725847,0,0.0,0.0,PASS
5,Day 5,2026-07-03,4,6,1,Tray 11,11,DJI_20260703125745_0011,No Microbes,Heat,Dynamic Heat,Outside,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,Outside heat exposure,Not Moisture,Daily watering,70,70,70,0.30606793335505894,0.30554094910621643,0.30606793335505894,0.30554094910621643,-0.04595196807224831,-0.0458454620093107,-0.04595196807224831,-0.0458454620093107,0,0.0,0.0,PASS
5,Day 5,2026-07-03,4,6,1,Tray 12,12,DJI_20260703125807_0012,No Microbes,Moisture,Inside,Inside,Inside,No Microbes | Moisture,Moisture | Inside,No Microbes | Inside,Not Heat,Unwatered drying period,No,70,70,70,0.30627146916730064,0.30454626679420466,0.30627146916730064,0.30454626679420466,-0.04494098551305273,-0.0443446040153503,-0.04494098551305273,-0.0443446040153503,0,0.0,0.0,PASS
6,Day 6,2026-07-04,5,7,1,Tray 1,1,DJI_20260704134522_0001,No Microbes,Ideal,Inside,Inside,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,Not Heat,Not Moisture,Daily watering,70,70,70,0.292899625641959,0.2959497720003128,0.292899625641959,0.2959497720003128,-0.058100728131830655,-0.0554963070899248,-0.058100728131830655,-0.0554963070899248,0,0.0,0.0,PASS
6,Day 6,2026-07-04,5,7,1,Tray 2,2,DJI_20260704134551_0002,No Microbes,Ideal,Outside,Outside,Outside,No Microbes | Ideal,Ideal | Outside,No Microbes | Outside,Not Heat,Not Moisture,Daily watering,70,70,70,0.300640657544136,0.3016743510961532,0.300640657544136,0.3016743510961532,-0.053076033746557526,-0.052461959421634646,-0.053076033746557526,-0.052461959421634646,0,0.0,0.0,PASS
